,ID,Commands,Label,seq_out
583,584,could you please meet linda at the dining table and follow her to the kitchen,"[('B-find', 3), ('B-find.dest', 8), ('B-find.dest', 7), ('I-find.dest', 8), ('B-find.per', 4), ('B-follow', 10), ('B-follow.per', 11), ('B-follow.dest', 14)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
584,585,please find the fruits in the dining room,"[('B-find', 1), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7)]","['O', 'B-find', 'O', 'O', 'O', 'O', 'B-find.dest', 'I-find.dest']"
585,586,find linda at the sink and lead her to her uber,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-take', 6), ('B-take.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
586,587,tell me which are the three smallest objects on the sink,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
587,588,meet skyler at the desk follow him and take him back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
588,589,please go to the desk meet jennifer and escort her to the end table,"[('B-go', 1), ('B-go.dest', 4), ('B-find', 5), ('B-find.per', 6), ('B-take', 8), ('B-take.per', 9), ('B-take.dest', 13), ('B-take.dest', 12), ('I-take.dest', 13)]","['O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest']"
589,590,robot please meet linda at the desk and lead her to the dining table,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-take', 8), ('B-take.per', 9), ('B-take.dest', 13), ('B-take.dest', 12), ('I-take.dest', 13)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest']"
590,591,could you get the cup from the counter and put it on the dining table,"[('B-take', 2), ('B-take.obj', 4), ('B-take.dest', 7), ('B-take', 9), ('B-take.obj', 10), ('B-take.dest', 14), ('B-take.dest', 13), ('I-take.dest', 14)]","['O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
591,592,could you greet linda at the entrance and take her to her cab,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-take', 8), ('B-take.per', 9)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
592,593,robot please find the tableware in the corridor,"[('B-find', 2), ('B-find.dest', 7), ('B-find.obj', 4)]","['O', 'O', 'B-find', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
593,594,meet francis and lead her,"[('B-find', 0), ('B-find.per', 1), ('B-take', 3), ('B-take.per', 4)]","['B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
594,595,could you please take robin from the entrance to the desk,"[('B-take', 3), ('B-take.dest', 10), ('B-take.dest', 7), ('B-take.per', 4)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
595,596,go to the bookcase meet alex and follow her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
596,597,lead james from the desk to the bed,"[('B-take', 0), ('B-take.dest', 7), ('B-take.dest', 4), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
597,598,could you please meet jennifer at the sink follow her and escort her back,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 8), ('B-follow.per', 9), ('B-take', 11), ('B-take.per', 12)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
598,599,robot please lead robin from the desk to the bookcase,"[('B-take', 2), ('B-take.dest', 6), ('B-take.dest', 9), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
599,600,could you face william at the entrance and guide him to his uber,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-take', 8), ('B-take.per', 9)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
600,601,meet mary at the dishwasher and follow her to the kitchen,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 6), ('B-follow.per', 7), ('B-follow.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
601,602,meet mary at the exit follow her and go to the living room,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 12), ('B-go.dest', 11), ('I-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
602,603,find alex at the desk and introduce it to john at the exit,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.obj', 7), ('B-say.dest', 12), ('B-say.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
603,604,please meet elizabeth at the dining table follow her and escort her back,"[('B-find', 1), ('B-find.dest', 6), ('B-find.dest', 5), ('I-find.dest', 6), ('B-find.per', 2), ('B-follow', 7), ('B-follow.per', 8), ('B-take', 10), ('B-take.per', 11)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
604,605,tell me how many people in the corridor are women,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 7)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O']"
605,606,take robin from the exit to the dining table,"[('B-take', 0), ('B-take.dest', 4), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest', 'I-take.dest']"
606,607,meet michael at the bookcase and follow him to the bedroom,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 6), ('B-follow.per', 7), ('B-follow.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
607,608,could you give me the right most object from the end table,"[('B-take', 2), ('B-take.per', 3), ('B-take.dest', 11), ('B-take.dest', 10), ('I-take.dest', 11)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
608,609,could you please deliver the cloth to the person raising their left arm in the corridor,"[('B-take', 3), ('B-take.obj', 5), ('B-take.dest', 15)]","['O', 'O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
609,610,grasp the bowl from the cupboard and place it on the storage table,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5), ('B-put', 7), ('B-put.obj', 8), ('B-put.dest', 12), ('B-put.dest', 11), ('I-put.dest', 12)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest', 'I-put.dest']"
610,611,could you look for a girl in the bedroom and answer a question,"[('B-find', 2), ('B-find.dest', 8), ('B-say', 10)]","['O', 'O', 'B-find', 'O', 'O', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'O', 'O']"
611,612,could you please meet mary at the sink follow her and take her back,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 8), ('B-follow.per', 9), ('B-take', 11), ('B-take.per', 12)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
612,613,meet skyler and accompany her,"[('B-find', 0), ('B-find.per', 1), ('B-take', 3), ('B-take.per', 4)]","['B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
613,614,find robert at the dishwasher and accompany him to his cab,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-take', 6), ('B-take.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
614,615,meet robin at the entrance follow her and navigate to the kitchen,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
615,616,could you please answer a question to the person waving in the bedroom,"[('B-say', 3), ('B-say.dest', 12)]","['O', 'O', 'O', 'B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
616,617,meet francis at the couch follow him and navigate to the dining room,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 12), ('B-go.dest', 11), ('I-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
617,618,please lead francis from the desk to the bed,"[('B-take', 1), ('B-take.dest', 8), ('B-take.dest', 5), ('B-take.per', 2)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
618,619,meet mary at the end table follow her and guide her back,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
619,620,robot please face william at the couch and introduce it to mary at the entrance,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-say', 8), ('B-say.obj', 9), ('B-say.per', 11), ('B-say.dest', 14)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
620,621,pick up the bowl from the cupboard and deliver it to alex at the bookcase,"[('B-take', 0), ('B-take.obj', 3), ('B-take.dest', 6), ('B-take', 8), ('B-take.obj', 9), ('B-take.per', 11), ('B-take.dest', 14)]","['B-take', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'B-take.per', 'O', 'O', 'B-take.dest']"
621,622,tell something about yourself to the person raising their right arm in the bedroom,"[('B-say', 0), ('B-say.dest', 13)]","['B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
622,623,face william at the sink and ask him to leave,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
623,624,robot please give me the orange from the desk,"[('B-take', 2), ('B-take.per', 3), ('B-take.dest', 8), ('B-take.obj', 5)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
624,625,tell me what s the lightest containers on the side table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10), ('B-say.obj', 6)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.obj', 'O', 'O', 'B-say.dest', 'I-say.dest']"
625,626,give me the object behind the orange from the storage table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 10), ('B-take.dest', 9), ('I-take.dest', 10), ('B-take.obj', 6)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
626,627,could you please meet patricia at the bed follow her and navigate to the bedroom,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 14)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
627,628,bring me the cleaning stuff,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'O']"
628,629,follow robin,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
629,630,tell me how many tableware there are on the bookcase,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9), ('B-say.obj', 4)]","['B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest']"
630,631,tell me what s the lightest object on the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
631,632,please tell me how many cleaning stuff there are on the dining table,"[('B-say', 1), ('B-say.per', 2), ('B-say.dest', 12), ('B-say.dest', 11), ('I-say.dest', 12)]","['O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
632,633,contact mary at the end table and ask her to leave,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-say', 7), ('B-say.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
633,634,meet patricia at the dishwasher follow her and accompany her back,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
634,635,take elizabeth from the sink to the dining table,"[('B-take', 0), ('B-take.dest', 4), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest', 'I-take.dest']"
635,636,navigate to the sink meet robin and guide him to the bookcase,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8), ('B-take.dest', 11)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
636,637,meet john at the dishwasher follow him and navigate to the kitchen,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
637,638,bring me the bowl,"[('B-take', 0), ('B-take.per', 1), ('B-take.obj', 3)]","['B-take', 'B-take.per', 'O', 'B-take.obj']"
638,639,please grasp the tray from the end table and put it on the dining table,"[('B-take', 1), ('B-take.obj', 3), ('B-take.dest', 7), ('B-take.dest', 6), ('I-take.dest', 7), ('B-take', 9), ('B-take.obj', 10), ('B-take.dest', 14), ('B-take.dest', 13), ('I-take.dest', 14)]","['O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
639,640,please greet robin at the main entrance and introduce him to everyone in the living room,"[('B-find', 1), ('B-find.per', 2), ('B-find.dest', 6), ('B-say', 8), ('B-say.per', 9), ('B-say.dest', 15), ('B-say.dest', 14), ('I-say.dest', 15)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
640,641,could you please give me the paprika from the end table,"[('B-take', 3), ('B-take.per', 4), ('B-take.dest', 10), ('B-take.dest', 9), ('I-take.dest', 10), ('B-take.obj', 6)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
641,642,give me the lightest drinks from the bookcase,"[('B-take', 0), ('B-take.per', 1), ('B-take.obj', 4), ('B-take.dest', 7)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
642,643,could you please meet linda at the exit follow her and go to the corridor,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 14)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
643,644,meet skyler and accompany him,"[('B-find', 0), ('B-find.per', 1), ('B-take', 3), ('B-take.per', 4)]","['B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
644,645,take the tray from the bookcase and place it on the bookcase,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5), ('B-put', 7), ('B-put.obj', 8), ('B-put.dest', 11)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest']"
645,646,meet francis and escort him,"[('B-find', 0), ('B-find.per', 1), ('B-take', 3), ('B-take.per', 4)]","['B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
646,647,tell me what s the lightest object on the end table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
647,648,look for the cloth in the dining room,"[('B-find', 0), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-find.obj', 3)]","['B-find', 'O', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest', 'I-find.dest']"
648,649,bring me the left most object from the end table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
649,650,meet skyler at the dining table follow her and go to the dining room,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-go', 9), ('B-go.dest', 13), ('B-go.dest', 12), ('I-go.dest', 13)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
650,651,greet robin at the dining table and ask him to leave,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.per', 8)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
651,652,could you contact alex at the main door and introduce her to all the children in the corridor,"[('B-find', 2), ('B-find.dest', 7), ('B-find.per', 3), ('B-say', 9), ('B-say.per', 10), ('B-say.dest', 17)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
652,653,tell me how many cleaning stuff there are on the sink,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
653,654,please go to the cupboard look for the cloth and put it on the side table,"[('B-go', 1), ('B-go.dest', 4), ('B-find', 5), ('B-find.obj', 8), ('B-take', 10), ('B-take.obj', 11), ('B-take.dest', 15), ('B-take.dest', 14), ('I-take.dest', 15)]","['O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'B-find.obj', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
654,655,give me the biggest snacks from the dining table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8), ('B-take.obj', 4)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
655,656,navigate to the dishwasher meet john and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
656,657,could you give me the left most object from the sink,"[('B-take', 2), ('B-take.per', 3), ('B-take.dest', 10)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
657,658,robot please lead francis from the exit to the desk,"[('B-take', 2), ('B-take.dest', 6), ('B-take.dest', 9), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
658,659,bring me the thinnest cleaning stuff from the side table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
